1;1;1;1.43112;0.0013237
1;4;1;1.43087;0.00133447
1;7;1;1.42925;0.00138615
1;10;1;1.52368;0.00135054
1;13;1;1.42282;0.00135622
1;16;1;1.41382;0.00135007
1;19;1;1.42318;0.00137414
1;1;2;1.46143;0.00135595
1;4;2;1.43868;0.00136731
1;7;2;1.44126;0.00137166
1;10;2;1.42786;0.00138761
1;13;2;1.4193;0.00138072
1;16;2;1.4274;0.00138753
1;19;2;1.41564;0.00138985
1;1;3;1.42953;0.00137285
1;4;3;1.42623;0.00140976
1;7;3;1.44406;0.00139795
1;10;3;1.43399;0.00139956
1;13;3;1.42886;0.00140909
1;16;3;1.43841;0.00147876
1;19;3;1.42772;0.00143097
1;1;4;1.45901;0.0013867
1;4;4;1.45761;0.00139029
1;7;4;1.50983;0.00140277
1;10;4;1.48061;0.00141374
1;13;4;1.47043;0.00142278
1;16;4;1.50048;0.0014291
1;19;4;1.47825;0.00142335
1;1;8;1.55173;0.00144247
1;4;8;1.54066;0.0014473
1;7;8;1.55928;0.0014656
1;10;8;1.54372;0.00146613
1;13;8;1.5278;0.00204114
1;16;8;1.59427;0.00149942
1;19;8;1.6258;0.00147608
1;1;15;1.75678;0.00156658
1;4;15;1.8826;0.00179547
1;7;15;1.86922;0.00196033
1;10;15;1.88334;0.00158956
1;13;15;1.83129;0.00158914
1;16;15;1.77882;0.0016014
1;19;15;1.71156;0.00159813
