0;1;15;3.98e-07;0.970335
0;4;15;5.23e-07;0.972065
0;7;15;2.89e-07;0.960137
0;10;15;3.16e-07;0.976014
0;13;15;4.97e-07;0.974018
0;16;15;1.99e-07;0.956082
0;19;15;4.07e-07;0.975517
0;22;15;1.32e-07;0.952714
0;25;15;3.47e-07;0.959674
0;28;15;4.17e-07;0.965194
0;31;15;6.85e-07;0.975445
0;34;15;1.52e-07;1.01405
0;37;15;2.78e-07;0.956625
0;1;15;5.83e-07;0.96756
0;4;15;1.62e-07;0.958775
0;7;15;9.1e-08;0.959823
0;10;15;1.62e-07;0.965781
0;13;15;5.54e-07;0.969052
0;16;15;9.4e-08;0.956415
0;19;15;1.68e-07;0.95269
0;22;15;1.46e-07;0.954096
0;25;15;1.89e-07;0.956733
0;28;15;1.29e-07;0.950183
0;31;15;1.67e-07;0.952444
0;34;15;1.51e-07;0.955873
0;37;15;2.33e-07;0.951909
