0;1;15;3.43e-07;0.987752
0;4;15;1.43e-07;0.953582
0;7;15;1.24e-07;0.9532
0;10;15;1.66e-07;0.950953
0;13;15;1.25e-07;0.951494
0;16;15;2.42e-07;0.956567
0;19;15;1.38e-07;0.950543
0;22;15;1.38e-07;0.951825
0;25;15;1.59e-07;0.950661
0;28;15;5.9e-08;0.95592
0;31;15;4.61e-07;0.967853
0;34;15;5.7e-07;0.978584
0;37;15;3.69e-07;0.965975
0;1;15;1.68e-07;0.950037
0;4;15;1.48e-07;0.949908
0;7;15;1.96e-07;0.958237
0;10;15;2.04e-07;0.961265
0;13;15;2.75e-07;0.964499
0;16;15;3.1e-07;0.95598
0;19;15;1.94e-07;0.964661
0;22;15;4.72e-07;0.966909
0;25;15;1.72e-07;0.9605
0;28;15;1.91e-07;0.963656
0;31;15;4.21e-07;0.974285
0;34;15;2.66e-07;0.960639
0;37;15;5.04e-07;0.977503
