1;1;1;1.4091;0.0013194
1;4;1;1.4196;0.00132786
1;7;1;1.40258;0.00133446
1;10;1;1.40517;0.00134891
1;13;1;1.3991;0.00133447
1;16;1;1.4004;0.001335
1;19;1;1.40258;0.00134636
1;1;2;1.41647;0.00135988
1;4;2;1.42615;0.00138273
1;7;2;1.65899;0.00139379
1;10;2;1.48846;0.00142072
1;13;2;1.56196;0.00139596
1;16;2;1.43714;0.00139029
1;19;2;1.41325;0.00140735
1;1;3;1.44051;0.00141115
1;4;3;1.4441;0.00140799
1;7;3;1.43346;0.00141049
1;10;3;1.4369;0.0014252
1;13;3;1.5086;0.00140617
1;16;3;1.48691;0.00142601
1;19;3;1.58842;0.00144519
1;1;4;1.55518;0.00140511
1;4;4;1.47337;0.00140987
1;7;4;1.46135;0.0014116
1;10;4;1.51314;0.0014128
1;13;4;1.45038;0.0014254
1;16;4;1.45092;0.00141854
1;19;4;1.50592;0.00143697
1;1;8;1.54434;0.00144727
1;4;8;1.56466;0.00146139
1;7;8;1.56006;0.00145891
1;10;8;1.55413;0.00147094
1;13;8;1.54079;0.00146762
1;16;8;1.53813;0.00147832
1;19;8;1.5468;0.00148256
1;1;15;1.71957;0.00157102
1;4;15;1.77816;0.00159266
1;7;15;1.71486;0.00158714
1;10;15;1.71963;0.00158783
1;13;15;1.71324;0.00159313
1;16;15;1.71641;0.00159564
1;19;15;1.77122;0.00161697
