1;1;70;0.461255;0.000728753
1;1;70;0.845819;0.00108892
1;1;70;1.31236;0.00146448
1;1;70;1.85036;0.00183589
1;1;70;2.54978;0.00219815
1;1;70;3.31873;0.00260961
1;1;70;4.41472;0.00303544
1;1;70;4.12316;0.00307105
1;1;70;0.464945;0.000725125
1;1;70;0.824811;0.00108284
1;1;70;1.29269;0.00147523
1;1;70;1.85524;0.00183246
1;1;70;2.54489;0.00219865
1;1;70;3.29943;0.00261029
1;1;70;4.10613;0.00297638
1;1;70;4.37405;0.00348292
1;1;70;0.465235;0.000745401
1;1;70;0.823219;0.00118307
1;1;70;1.30534;0.00146564
1;1;70;1.82319;0.00186662
1;1;70;2.52345;0.00219215
1;1;70;3.29682;0.00259363
1;1;70;4.11433;0.00312286
1;1;70;4.11263;0.00307486
1;1;70;0.443533;0.000724157
1;1;70;0.833286;0.0011179
1;1;70;1.31372;0.00145854
1;1;70;1.85275;0.00181233
1;1;70;2.53946;0.00219568
1;1;70;3.28503;0.00264245
1;1;70;4.10736;0.0029932
1;1;70;4.2452;0.003005
1;1;70;0.547662;0.00106303
1;1;70;0.921411;0.00111086
1;1;70;1.31628;0.0014625
1;1;70;2.23897;0.0018442
1;1;70;2.59696;0.00234885
1;1;70;3.40053;0.00263415
1;1;70;4.3538;0.00347219
1;1;70;4.17654;0.00296439
1;1;70;0.463508;0.000785673
1;1;70;0.831197;0.00108026
1;1;70;1.43739;0.00227723
1;1;70;2.03664;0.00187868
1;1;70;2.87653;0.00225669
1;1;70;3.58929;0.00260471
1;1;70;4.13357;0.00301534
1;1;70;4.13241;0.00298519
1;1;70;0.459761;0.00072688
1;1;70;0.846517;0.00107956
1;1;70;1.31304;0.00147679
1;1;70;1.87047;0.00182746
1;1;70;2.778;0.00220207
1;1;70;3.27892;0.0026569
1;1;70;4.10909;0.00308301
1;1;70;4.10186;0.00301504
1;1;70;0.460152;0.000723228
1;1;70;0.837273;0.00107865
1;1;70;1.29768;0.0014785
1;1;70;1.86466;0.00186239
1;1;70;2.52028;0.00218982
1;1;70;3.27108;0.00259
1;1;70;4.14988;0.00299981
1;1;70;4.12379;0.00297597
1;1;70;0.459968;0.000757592
1;1;70;0.825822;0.00114521
1;1;70;1.30574;0.00145241
1;1;70;1.87085;0.00181352
1;1;70;2.51848;0.00223084
1;1;70;3.28011;0.00264735
1;1;70;4.10345;0.00301129
1;1;70;4.10626;0.00300538
1;1;70;0.457171;0.000737566
1;1;70;0.815926;0.00110612
1;1;70;1.29773;0.00150041
1;1;70;1.85722;0.00181858
1;1;70;2.52578;0.00218017
1;1;70;3.27401;0.00259182
1;1;70;4.20516;0.00297241
1;1;70;4.14281;0.00297811
