1;1;1;1.40719;0.001466
1;4;1;1.4235;0.00134186
1;7;1;1.41911;0.00137801
1;10;1;1.41966;0.00136605
1;13;1;1.41327;0.00136275
1;16;1;1.42874;0.00135749
1;19;1;1.41376;0.00140512
1;1;2;1.41918;0.00137227
1;4;2;1.45575;0.00144216
1;7;2;1.45432;0.00138362
1;10;2;1.43569;0.00139658
1;13;2;1.45062;0.00138422
1;16;2;1.41752;0.00139349
1;19;2;1.421;0.001417
1;1;3;1.45784;0.0013817
1;4;3;1.45167;0.00138849
1;7;3;1.47191;0.00141456
1;10;3;1.4914;0.0014095
1;13;3;1.44777;0.00146279
1;16;3;1.44981;0.00140253
1;19;3;1.44511;0.00141806
1;1;4;1.47771;0.00139364
1;4;4;1.4811;0.00139118
1;7;4;1.45603;0.00140271
1;10;4;1.45425;0.00154163
1;13;4;1.45345;0.00150586
1;16;4;1.45884;0.00145393
1;19;4;1.47141;0.00142412
1;1;8;1.55221;0.00143637
1;4;8;1.53451;0.00152143
1;7;8;1.527;0.00146622
1;10;8;1.57305;0.00145786
1;13;8;1.55112;0.00146223
1;16;8;1.56604;0.00147067
1;19;8;1.56497;0.00147517
1;1;15;1.75805;0.00155735
1;4;15;1.78473;0.00157731
1;7;15;1.76888;0.00158118
1;10;15;1.73551;0.00157948
1;13;15;1.73205;0.00157873
1;16;15;1.75079;0.0018521
1;19;15;1.86122;0.00163273
