0;1;15;6.12e-07;0.982373
0;4;15;1.41e-07;0.956357
0;7;15;6.54e-07;0.983588
0;10;15;5.54e-07;0.972976
0;13;15;5.34e-07;0.970797
0;16;15;3.01e-07;0.965683
0;19;15;4.73e-07;0.98622
0;22;15;3.04e-07;0.974038
0;25;15;2.26e-07;0.966803
0;28;15;3.69e-07;0.968509
0;31;15;6.71e-07;0.968987
0;34;15;3.73e-07;0.968237
0;37;15;3.07e-07;0.97543
0;1;15;3.53e-07;0.960912
0;4;15;6.18e-07;0.976805
0;7;15;6.2e-07;0.964991
0;10;15;6.57e-07;0.968359
0;13;15;1.57e-07;0.954117
0;16;15;1.41e-07;0.957357
0;19;15;1.2206e-05;0.955012
0;22;15;1.49e-07;0.952409
0;25;15;1.87e-07;0.953754
0;28;15;1.79e-07;0.950365
0;31;15;1.9e-07;0.958428
0;34;15;1.48e-07;0.952819
0;37;15;1.65e-07;0.951697
